account_id,customer_id,account_type,balance,created_at
3073,1404,savings,15557.16,2023-07-23 06:46:06.966224
3074,1742,savings,433.51,2025-06-25 12:37:30.638470
3075,935,checking,25133.68,2024-04-06 21:35:55.139626
3076,4268,savings,29173.98,2025-12-20 00:04:00.108641
3077,2331,savings,47580.84,2024-07-15 15:02:19.772624
3078,4122,savings,15935.48,2025-10-05 16:16:12.035081
3079,247,checking,11043.7,2025-06-04 21:03:42.917770
3080,2407,savings,18390.21,2023-11-30 17:22:59.059459
3081,294,savings,46965.12,2025-02-14 11:41:00.585626
3082,1023,savings,16563.61,2025-08-26 19:49:31.739834
3083,1849,savings,280.28,2025-11-09 04:08:24.140491
3084,4978,checking,20625.38,2025-09-05 06:30:06.746465
3085,4823,checking,43106.17,2025-09-20 21:58:39.418281
3086,688,savings,33785.26,2024-11-12 15:57:18.481793
3087,1573,savings,1368.45,2024-07-16 04:25:04.771117
3088,3945,savings,12155.08,2024-02-10 18:17:37.894266
3089,1437,checking,43519.6,2026-01-26 20:55:46.395103
3090,948,savings,47531.21,2023-08-08 00:52:40.766715
3091,3042,checking,39192.15,2025-11-20 06:21:48.636990
3092,3193,savings,22671.03,2024-05-15 07:55:51.034848
3093,2336,savings,46216.37,2024-07-09 13:14:18.414230
3094,4800,savings,32455.32,2024-06-07 16:24:04.491212
3095,4042,savings,12472.72,2023-08-27 01:49:52.651169
3096,3858,savings,21138.01,2023-10-07 21:03:16.859830
3097,1358,checking,16869.5,2023-09-27 02:37:09.198919
3098,4905,savings,12369.33,2024-05-05 05:57:56.332859
3099,3254,checking,36879.21,2025-03-12 22:21:39.623340
3100,2644,checking,23067.64,2025-10-27 02:17:50.497410
3101,1983,checking,5147.52,2025-12-03 18:31:52.752955
3102,1373,checking,21761.19,2023-12-03 00:38:23.041280
3103,4254,savings,29137.54,2024-08-31 14:13:32.745513
3104,3427,savings,17793.39,2024-02-01 17:41:52.111926
3105,3839,savings,16481.7,2025-01-09 21:14:18.029618
3106,1662,savings,9297.75,2025-03-01 12:45:36.399632
3107,4031,checking,39500.3,2025-07-12 07:51:47.470966
3108,3968,checking,10248.61,2025-01-22 07:50:20.611758
3109,4289,checking,19163.4,2025-03-04 10:34:59.395531
3110,2824,checking,18815.01,2023-11-27 06:34:55.411601
3111,4490,savings,6355.35,2024-01-30 00:08:39.249638
3112,4521,checking,48616.54,2024-11-29 10:55:05.539272
3113,2602,savings,44277.95,2024-11-08 09:26:08.723752
3114,4190,checking,15352.01,2024-11-04 17:50:16.873471
3115,1683,savings,9765.13,2025-04-01 10:53:51.583515
3116,3403,checking,15091.93,2025-11-19 19:01:03.958385
3117,3056,checking,4302.24,2024-03-19 02:45:36.645604
3118,1510,checking,4869.97,2024-03-26 10:23:07.308678
3119,2231,checking,11284.62,2026-02-13 15:56:09.995935
3120,3066,savings,34852.94,2025-06-17 22:25:45.774754
3121,4750,checking,46891.13,2026-02-20 07:25:47.486363
3122,4049,checking,7533.1,2025-03-07 05:40:02.962501
3123,3645,checking,1932.44,2023-06-27 01:35:42.741442
3124,4725,savings,34965.48,2024-12-02 08:36:03.287174
3125,3856,savings,9130.48,2024-08-06 14:56:43.998271
3126,4678,savings,42085.66,2025-12-30 07:34:14.218897
3127,3243,checking,34825.93,2024-06-17 15:25:40.111813
3128,4733,savings,18779.01,2026-03-11 23:53:03.436029
3129,908,savings,2240.38,2024-01-28 21:30:49.845248
3130,1711,checking,2714.38,2025-09-01 07:20:17.869843
3131,2714,checking,38888.06,2024-11-01 01:11:19.029107
3132,804,checking,32248.33,2024-01-30 03:22:03.183769
3133,2636,checking,49820.41,2025-02-11 07:23:52.760818
3134,3976,checking,7126.76,2024-09-08 21:06:39.521202
3135,3687,checking,41871.85,2025-08-05 17:50:54.948049
3136,2126,savings,4375.95,2023-08-07 23:06:30.052896
3137,4607,checking,33283.06,2025-04-27 15:39:31.886632
3138,437,savings,42300.73,2025-04-01 01:34:15.286747
3139,1495,savings,23531.44,2024-01-09 22:47:21.206041
3140,3936,checking,5784.85,2024-09-17 22:33:35.980453
3141,3087,checking,32066.53,2026-05-29 04:29:59.750462
3142,3729,checking,49737.36,2025-09-22 17:50:32.456797
3143,4258,savings,37979.82,2024-11-06 08:32:55.919791
3144,714,savings,14033.15,2025-08-14 07:59:16.678098
3145,2741,checking,38932.26,2025-04-14 08:30:38.626319
3146,674,checking,1350.7,2024-11-22 09:32:19.450669
3147,4942,savings,305.46,2026-06-05 21:40:39.127810
3148,3304,checking,40204.97,2025-08-25 13:10:36.509767
3149,4609,checking,42229.07,2024-08-09 04:05:35.133158
3150,189,savings,17781.67,2024-08-24 22:43:18.703488
3151,4867,savings,44394.25,2024-07-08 13:30:24.699228
3152,1309,checking,43790.3,2023-11-25 21:55:41.151859
3153,2690,savings,22181.94,2025-09-25 12:45:01.760922
3154,4520,savings,46197.54,2024-06-16 06:23:14.728373
3155,4987,checking,36569.58,2026-05-02 09:34:03.079210
3156,2837,savings,33449.8,2024-10-29 21:23:55.582060
3157,4082,checking,27716.9,2023-08-03 17:35:35.814014
3158,4699,checking,2157.37,2024-06-04 20:31:17.193668
3159,27,checking,48991.53,2023-06-22 18:59:31.779317
3160,1611,checking,34140.6,2025-08-25 13:11:09.807917
3161,2948,savings,9380.57,2025-12-19 10:10:05.421417
3162,2627,checking,13331.89,2023-09-24 22:48:39.337811
3163,4916,checking,264.62,2023-09-19 12:53:28.569584
3164,669,savings,49932.19,2024-05-06 05:22:30.144416
3165,698,checking,456.85,2024-11-17 07:14:35.514521
3166,2605,savings,24156.62,2025-05-13 07:18:05.890246
3167,1553,checking,11198.31,2025-02-20 10:35:08.905733
3168,4931,savings,48472.8,2024-01-20 23:51:57.510822
3169,4877,savings,19311.1,2023-09-03 14:02:17.331761
3170,3415,checking,19333.69,2023-08-28 14:06:14.628402
3171,4385,savings,36958.19,2025-12-17 07:28:08.766378
3172,2073,savings,43483.53,2026-02-28 14:47:03.616434
3173,3338,savings,18486.42,2023-10-15 15:21:38.092299
3174,1869,savings,30842.7,2023-10-02 16:08:27.655718
3175,850,checking,1907.79,2024-08-09 10:03:21.865104
3176,3,savings,6446.34,2023-10-31 03:39:12.209867
3177,3789,checking,33461.25,2024-11-22 01:48:24.107526
3178,3940,savings,35041.79,2024-04-10 22:11:22.892884
3179,4865,checking,9479.91,2025-06-30 06:37:49.645113
3180,2588,checking,38778.07,2025-05-12 01:37:26.220318
3181,2357,checking,7336.63,2024-08-14 23:08:01.494901
3182,1442,checking,32192.52,2024-07-17 09:47:41.630221
3183,4358,checking,19292.52,2025-07-02 21:31:43.328329
3184,361,checking,37633.23,2023-11-20 02:39:19.685334
3185,1451,savings,14532.93,2026-03-06 21:18:08.952967
3186,568,checking,49757.86,2025-05-24 23:58:29.062904
3187,4000,savings,31976.13,2024-05-16 19:13:26.549869
3188,882,checking,33743.53,2026-02-26 03:50:12.364850
3189,500,savings,49215.66,2023-11-25 19:50:35.276566
3190,882,checking,9241.54,2024-04-16 07:43:06.280421
3191,272,checking,13902.14,2025-05-28 06:19:20.442864
3192,2726,checking,45740.49,2025-08-16 22:06:34.031894
3193,2228,savings,12679.98,2026-06-07 20:30:42.050243
3194,2815,savings,18359.1,2026-04-24 21:21:50.901712
3195,4400,savings,45966.48,2024-09-03 02:22:55.510103
3196,4819,checking,38410.85,2023-07-17 12:37:46.373468
3197,3570,savings,39180.3,2025-06-13 22:27:55.447883
3198,769,savings,35620.01,2025-02-21 09:08:20.466359
3199,1465,savings,6032.62,2026-02-14 19:58:46.412920
3200,3272,checking,9850.8,2024-03-10 11:17:32.081925
3201,4592,savings,24512.56,2024-05-20 06:57:31.560177
3202,3180,savings,5011.84,2025-02-27 10:06:15.030761
3203,3412,checking,39209.04,2023-09-05 11:22:35.885201
3204,3758,savings,23716.31,2023-11-22 23:05:42.251845
3205,4682,savings,8517.21,2025-02-02 22:22:21.371215
3206,3208,savings,31132.93,2025-12-23 05:52:56.964104
3207,4543,savings,26959.15,2026-01-09 19:36:26.117125
3208,2115,checking,9952.34,2024-09-17 16:22:18.582987
3209,2285,checking,41532.91,2025-11-20 13:51:33.743235
3210,2796,checking,17640.9,2024-02-03 15:54:23.820763
3211,2592,checking,48660.11,2025-03-29 15:45:32.652778
3212,1285,savings,18116.19,2024-12-31 19:13:35.521840
3213,4721,savings,12891.71,2025-01-03 09:41:29.644516
3214,2326,checking,15379.05,2025-09-18 15:49:26.697061
3215,2031,checking,46874.17,2024-10-04 01:35:24.864718
3216,413,savings,15258.27,2025-06-05 07:14:44.281032
3217,4672,savings,243.93,2023-08-27 02:42:09.274147
3218,2094,savings,28928.53,2025-02-05 16:03:28.945995
3219,3939,checking,49717.26,2025-06-12 08:07:49.622512
3220,3011,savings,20701.87,2023-12-11 07:58:20.686641
3221,748,savings,44793.73,2025-01-17 12:23:31.146966
3222,649,savings,422.13,2025-10-19 08:43:55.293639
3223,3377,savings,12675.32,2023-07-02 22:35:16.090183
3224,550,savings,13250.28,2025-12-11 22:46:34.643644
3225,2685,checking,48267.45,2023-10-16 11:16:09.193045
3226,2664,savings,37284.53,2024-06-19 23:32:43.387209
3227,3384,savings,3004.72,2024-06-15 12:39:20.962772
3228,2956,checking,1236.85,2024-07-15 21:40:19.479543
3229,4582,savings,23596.05,2025-05-23 18:58:53.364383
3230,121,checking,4876.49,2025-01-08 10:15:26.468294
3231,3025,checking,21669.91,2025-02-28 13:26:00.359159
3232,1348,savings,15066.33,2023-12-29 14:21:07.720901
3233,1226,checking,6712.3,2023-09-24 13:50:13.683808
3234,2106,savings,2211.78,2025-06-29 20:44:05.218292
3235,2503,savings,36330.21,2024-03-21 22:06:39.773144
3236,463,savings,10601.09,2024-10-03 00:49:12.107189
3237,1645,savings,13433.7,2025-05-29 21:17:32.366190
3238,3163,checking,40150.64,2025-05-27 20:03:49.748741
3239,520,savings,2572.64,2023-12-15 13:54:38.457290
3240,398,savings,525.63,2025-12-12 14:01:16.575398
3241,4846,checking,2728.63,2024-09-23 19:03:23.865725
3242,4012,savings,21738.62,2025-12-31 00:14:18.969216
3243,610,checking,48660.73,2024-09-18 09:20:14.188220
3244,118,checking,32383.4,2024-12-26 03:32:09.854258
3245,2904,checking,1632.54,2024-11-07 22:49:44.651904
3246,2730,savings,20400.24,2024-04-23 01:05:57.646105
3247,4763,checking,44167.09,2026-05-02 11:55:13.013884
3248,3247,savings,1882.87,2025-10-30 07:35:43.351517
3249,2924,savings,37965.64,2024-08-10 21:42:32.106249
3250,384,savings,13247.72,2026-02-23 10:30:55.696019
3251,3734,savings,19010.04,2026-03-26 16:56:32.428396
3252,3624,checking,16122.9,2026-04-30 17:27:59.213776
3253,4228,savings,2927.12,2025-01-15 05:53:35.949839
3254,438,savings,22125.18,2025-01-25 07:57:56.616133
3255,2690,savings,30693.59,2024-11-21 10:10:34.314423
3256,2283,savings,14591.93,2026-04-03 07:41:03.787332
3257,1507,savings,27827.88,2024-09-11 23:07:18.220243
3258,444,checking,472.97,2026-05-15 15:35:03.859817
3259,604,checking,49624.55,2024-07-27 08:17:57.556392
3260,4297,savings,20914.01,2026-02-01 23:28:20.350743
3261,709,checking,10673.08,2024-09-26 13:54:42.020909
3262,2570,savings,28195.05,2024-03-24 04:41:04.222069
3263,3023,checking,29087.24,2025-07-14 17:46:52.215381
3264,4261,savings,47200.37,2026-01-12 22:52:59.778730
3265,2818,checking,6743.11,2023-07-15 18:27:58.980747
3266,4928,savings,11244.45,2025-11-23 09:44:09.566098
3267,3883,checking,15049.57,2024-11-27 23:31:40.307480
3268,739,savings,43265.56,2025-03-17 21:17:52.930819
3269,393,savings,1454.75,2025-09-09 00:48:06.263014
3270,1669,checking,1361.38,2023-12-21 06:16:42.232706
3271,1710,checking,17382.39,2025-11-27 23:21:00.773661
3272,2781,savings,44937.68,2025-02-20 04:28:38.728790
3273,4765,checking,17820.19,2023-08-17 18:48:28.452537
3274,4792,savings,40524.26,2025-04-07 12:18:27.728686
3275,1293,savings,31552.0,2025-02-25 01:16:28.290965
3276,4803,checking,26088.65,2025-01-11 19:36:00.519276
3277,2069,checking,9394.93,2023-10-18 01:10:46.487058
3278,3776,checking,29458.66,2026-03-09 17:16:49.378715
3279,4342,checking,39821.19,2025-05-19 10:13:42.684482
3280,626,checking,3984.91,2024-10-20 09:14:24.397500
3281,4922,savings,14367.77,2025-03-05 08:11:12.452744
3282,954,savings,38682.03,2025-12-05 12:19:27.695545
3283,3694,checking,41715.35,2026-05-27 21:49:11.476877
3284,3898,savings,36593.1,2023-07-20 14:46:55.198143
3285,113,checking,24601.68,2025-06-03 16:27:31.473297
3286,2301,savings,42367.54,2025-05-24 19:08:43.536636
3287,2454,checking,37267.24,2023-08-08 10:06:45.522988
3288,3580,savings,43091.2,2025-10-27 06:00:17.005998
3289,104,savings,10606.63,2025-09-03 15:44:00.070516
3290,2630,savings,24567.52,2026-02-06 06:42:30.927228
3291,4063,savings,35242.58,2024-04-09 20:58:44.585425
3292,2316,checking,36772.31,2024-07-26 00:38:39.074068
3293,1854,savings,5246.72,2025-07-12 10:26:41.834130
3294,1891,savings,6398.0,2026-05-23 11:53:22.233854
3295,2359,savings,18317.99,2025-10-22 21:59:27.954202
3296,2851,savings,47694.7,2026-05-18 17:14:12.067488
3297,2099,savings,33564.18,2025-01-21 22:05:41.512019
3298,2421,savings,14277.58,2025-02-26 20:14:20.976576
3299,4567,savings,8637.55,2025-12-24 16:55:57.690827
3300,740,checking,27073.83,2023-07-31 13:51:25.777746
3301,3780,checking,22978.42,2023-08-25 08:20:17.623844
3302,1936,checking,46006.43,2023-12-23 04:18:28.809569
3303,4100,savings,5764.51,2026-05-15 21:43:17.099898
3304,1585,checking,31670.33,2025-06-11 03:43:46.704572
3305,4434,checking,25747.92,2025-06-12 15:48:56.731004
3306,537,savings,30223.06,2025-08-24 19:10:29.294553
3307,1156,checking,31863.96,2025-08-25 08:53:00.598541
3308,3234,checking,1160.58,2025-06-12 22:19:15.674758
3309,1830,savings,45820.03,2026-06-11 04:36:49.936836
3310,906,savings,21583.82,2023-09-27 00:08:27.059709
3311,1477,checking,22753.95,2023-12-04 02:44:39.771452
3312,3859,savings,20276.4,2025-09-23 21:12:08.738840
3313,3200,savings,44387.55,2023-08-12 15:46:49.953013
3314,4298,checking,10718.47,2024-08-24 19:09:31.616865
3315,361,savings,40353.54,2024-04-02 04:15:04.095096
3316,1108,checking,21412.52,2024-11-01 21:00:24.396426
3317,4553,checking,7288.45,2026-03-21 01:59:27.118175
3318,4671,savings,8509.05,2023-10-16 01:25:36.286479
3319,2173,checking,14679.56,2025-08-02 14:54:16.862560
3320,3881,savings,43972.9,2025-09-13 12:40:49.298617
3321,4443,checking,20115.75,2026-06-07 10:27:12.836105
3322,129,savings,39010.11,2023-06-15 04:34:53.214654
3323,4976,checking,18358.54,2025-08-11 07:03:27.508511
3324,4469,checking,29291.45,2024-10-21 11:04:39.163820
3325,1572,savings,7518.38,2024-01-23 19:03:43.571034
3326,2476,savings,48193.77,2024-08-26 03:20:21.245232
3327,2434,savings,36860.37,2026-04-22 13:40:03.095438
3328,2879,savings,44670.94,2024-09-26 22:54:57.306163
3329,2184,savings,31608.28,2024-10-20 06:47:00.985726
3330,82,checking,892.34,2024-05-15 01:29:20.688253
3331,1927,savings,15596.92,2024-06-14 11:21:15.360373
3332,751,checking,10826.27,2024-07-20 09:34:18.690065
3333,2391,savings,11813.84,2026-05-12 01:52:11.378059
3334,2356,checking,31770.22,2024-12-15 00:14:09.327423
3335,1567,checking,15971.97,2023-08-18 08:43:36.803294
3336,2740,checking,17875.22,2025-03-13 03:51:00.432561
3337,3469,checking,5133.94,2024-02-28 06:18:57.687681
3338,3910,savings,40849.32,2025-07-07 20:32:47.602853
3339,1466,checking,6073.65,2025-11-23 22:32:56.168418
3340,801,savings,21824.93,2024-05-27 21:40:10.554423
3341,641,savings,19164.04,2025-01-03 16:08:20.455557
3342,3527,savings,2120.24,2026-04-26 02:50:35.266016
3343,3417,savings,7739.7,2025-06-07 22:19:23.919185
3344,2738,checking,27028.57,2025-08-25 08:43:18.366612
3345,354,checking,19127.87,2024-11-24 01:40:04.296619
3346,2153,checking,40460.21,2023-12-15 02:41:09.095841
3347,2117,savings,8412.61,2023-07-26 18:40:48.530565
3348,3833,savings,7315.33,2024-03-20 12:36:11.876606
3349,4808,savings,28255.74,2023-12-25 04:40:06.839483
3350,4953,savings,19966.61,2023-11-02 17:58:19.753162
3351,4503,checking,32159.65,2026-06-04 20:33:20.461226
3352,2413,checking,39355.36,2023-07-05 19:16:36.130859
3353,3228,checking,3920.48,2024-11-16 13:47:09.895764
3354,3026,checking,40075.61,2026-06-12 18:35:26.714247
3355,2136,checking,10569.19,2024-12-09 07:21:08.053558
3356,4983,savings,6749.04,2025-09-01 13:07:58.115587
3357,4747,checking,49498.74,2025-02-25 11:39:33.818286
3358,4734,checking,46385.48,2025-12-15 19:43:18.478453
3359,4330,checking,7765.72,2024-06-28 21:42:03.859774
3360,4044,savings,27221.72,2024-10-12 17:07:30.184569
3361,3007,checking,25170.98,2024-08-13 17:48:32.344721
3362,2510,checking,26524.24,2026-02-20 03:10:12.913273
3363,3201,savings,12283.3,2023-11-26 13:32:17.328980
3364,1295,savings,4181.1,2023-06-19 11:40:37.987497
3365,4149,checking,41437.41,2023-10-08 09:01:13.662240
3366,1844,savings,3107.48,2025-07-16 04:42:45.113924
3367,1649,savings,42174.08,2026-01-05 11:30:52.865534
3368,2367,checking,38393.42,2024-08-28 00:31:43.477828
3369,3228,savings,21392.14,2026-02-09 09:34:38.300299
3370,2352,checking,26892.51,2025-06-13 22:28:30.945546
3371,4527,checking,6003.24,2024-05-04 09:48:14.346823
3372,3864,checking,43120.34,2024-08-03 20:27:27.113094
3373,1799,checking,5544.82,2023-09-08 14:32:19.347193
3374,4288,checking,18995.27,2026-02-27 19:39:12.167926
3375,2456,checking,33098.24,2023-08-04 16:19:59.474939
3376,3095,checking,39981.73,2025-01-03 04:00:43.974462
3377,2353,checking,30523.68,2025-05-19 01:08:07.406087
3378,2028,checking,12858.94,2023-11-22 14:42:38.310310
3379,580,savings,42405.19,2026-02-13 01:18:21.169013
3380,240,savings,25818.37,2024-06-17 13:04:56.779634
3381,4167,savings,48827.57,2023-11-10 00:37:40.529774
3382,3344,checking,15127.97,2024-11-05 16:00:20.271564
3383,4744,savings,28348.47,2025-04-01 16:37:25.688658
3384,1572,checking,48048.87,2023-06-17 05:57:24.578768
3385,2523,checking,46487.2,2025-08-07 18:49:07.800194
3386,2977,savings,25516.83,2025-11-05 01:56:25.969862
3387,4457,savings,15776.23,2024-09-16 18:22:02.398738
3388,925,savings,32367.28,2023-07-22 18:12:01.961259
3389,530,checking,29538.89,2025-07-12 14:01:25.159453
3390,2949,checking,44485.95,2026-05-01 12:32:49.288091
3391,1320,checking,45546.43,2025-01-29 02:25:15.638013
3392,835,checking,18641.15,2023-09-13 06:30:47.504559
3393,2419,checking,43442.65,2023-09-18 18:21:37.743045
3394,1739,savings,24149.44,2024-02-25 15:28:32.237182
3395,1470,savings,33190.45,2026-02-26 04:49:53.658144
3396,2194,checking,10829.96,2026-01-13 21:28:17.344039
3397,35,checking,10710.93,2025-01-06 07:55:00.427855
3398,2862,checking,32146.16,2023-07-23 15:52:07.323234
3399,3545,savings,38063.24,2024-07-13 10:22:41.720490
3400,2771,checking,2393.5,2024-10-31 04:13:16.563877
3401,1520,savings,9782.56,2025-11-12 15:21:02.316144
3402,2839,savings,7256.09,2025-11-10 00:16:08.637134
3403,1956,checking,1771.85,2024-02-27 14:10:33.572370
3404,4018,savings,11970.68,2024-07-06 00:01:27.679345
3405,535,savings,49400.08,2024-08-14 20:33:54.017086
3406,2903,checking,43592.29,2026-04-20 03:10:11.728713
3407,4438,checking,48326.27,2025-06-04 21:48:29.769438
3408,575,savings,32485.87,2025-01-17 06:31:03.681687
3409,3184,checking,12579.95,2025-09-15 09:17:07.748544
3410,4951,checking,31539.61,2025-05-14 02:11:10.171233
3411,823,checking,9838.82,2025-03-05 22:09:53.410278
3412,4386,checking,28783.71,2025-03-12 12:17:59.696520
3413,3419,savings,49642.62,2025-08-09 22:34:08.038174
3414,2607,savings,15626.43,2023-08-16 20:48:55.401051
3415,979,checking,49910.42,2024-10-22 04:26:22.181000
3416,3617,checking,20554.49,2023-07-04 16:11:33.502377
3417,4804,savings,11452.87,2024-06-14 04:34:23.046432
3418,3469,checking,24391.7,2024-12-05 10:37:07.586519
3419,3512,savings,3390.22,2026-02-23 03:03:12.160097
3420,157,checking,40616.1,2025-01-03 01:03:27.099427
3421,3053,checking,851.76,2023-08-20 15:32:20.439645
3422,1077,savings,13657.65,2025-04-15 07:12:38.411581
3423,2748,savings,2982.78,2023-10-20 16:39:54.424619
3424,4665,savings,38299.84,2023-08-07 09:30:51.331878
3425,4796,savings,40256.25,2024-08-26 05:11:19.466063
3426,4336,checking,30231.68,2024-09-27 05:04:53.591235
3427,3725,checking,45662.02,2023-08-10 00:08:48.774125
3428,4708,savings,1557.81,2025-04-22 10:10:30.583966
3429,3217,savings,26487.75,2023-10-05 16:52:53.135151
3430,4704,savings,4096.48,2024-12-03 21:42:41.465649
3431,162,checking,43401.81,2023-07-02 07:22:32.217465
3432,1704,checking,46310.1,2024-01-03 22:46:20.149794
3433,2650,savings,3946.5,2024-05-28 07:41:08.588823
3434,4032,savings,13795.47,2024-12-24 08:49:22.725864
3435,1251,checking,2767.89,2026-02-21 21:02:03.641926
3436,3025,checking,5981.58,2023-08-08 06:49:04.324818
3437,4206,checking,31288.99,2026-02-25 21:16:42.159533
3438,3852,checking,20568.24,2024-01-03 02:54:06.580542
3439,3242,checking,12223.41,2024-05-31 06:16:25.776231
3440,4147,savings,49498.19,2026-05-18 11:37:50.311574
3441,1251,savings,44155.93,2025-05-05 08:13:14.682783
3442,2989,savings,6342.69,2025-12-15 18:29:27.615880
3443,409,checking,12343.79,2024-07-07 11:59:45.014065
3444,2612,savings,13960.6,2024-08-12 06:30:54.913605
3445,4208,savings,25840.39,2024-07-09 05:48:11.749163
3446,3416,checking,43070.16,2023-07-01 04:00:56.901277
3447,3117,checking,37331.7,2025-08-31 06:34:12.104454
3448,1582,savings,13063.84,2024-07-19 08:50:34.466056
3449,4453,checking,37054.26,2025-06-10 20:16:55.165435
3450,1119,checking,49649.43,2024-06-30 16:39:12.287560
3451,1062,checking,23481.93,2024-09-24 03:17:19.461136
3452,4377,savings,4324.69,2025-11-09 14:16:48.278358
3453,3588,checking,12394.01,2024-02-06 13:21:00.780498
3454,4706,checking,9736.46,2025-07-17 01:54:40.415382
3455,430,savings,48806.79,2023-08-22 19:21:57.752755
3456,1308,checking,723.54,2024-05-15 15:42:35.371352
3457,200,savings,47181.37,2026-06-08 03:12:56.637332
3458,1346,checking,44625.49,2024-12-11 10:06:07.005189
3459,3959,checking,15027.48,2025-12-31 06:27:23.085049
3460,4284,checking,34600.45,2024-11-01 17:41:08.689128
3461,4303,checking,5498.57,2026-05-12 11:23:51.366711
3462,1839,checking,28570.2,2025-05-27 05:41:16.225214
3463,3351,savings,32248.05,2026-03-18 20:50:01.214933
3464,962,savings,40163.88,2025-04-30 11:55:38.426129
3465,1459,checking,3531.92,2023-07-22 14:29:56.647767
3466,1722,savings,42632.58,2024-03-25 03:58:13.790583
3467,3138,checking,17399.77,2024-04-12 17:02:16.352712
3468,2089,savings,34091.08,2025-07-08 20:25:18.324626
3469,1157,checking,5920.03,2025-01-05 17:22:24.260971
3470,620,checking,12077.82,2024-07-03 06:45:52.781417
3471,1641,savings,8293.12,2023-08-17 09:35:38.363108
3472,2659,checking,29259.02,2023-09-01 17:06:28.063092
3473,3129,savings,40006.76,2026-02-17 11:54:51.640325
3474,2556,savings,25297.33,2024-08-18 10:21:33.915072
3475,730,savings,7629.69,2024-05-30 01:53:16.664415
3476,1788,checking,36693.18,2026-05-02 10:11:17.090266
3477,1143,checking,13942.12,2024-10-16 21:05:08.286820
3478,2599,checking,34130.84,2024-10-11 00:47:01.006437
3479,2275,checking,27323.76,2024-07-22 14:44:50.926012
3480,4043,checking,10710.96,2023-10-17 07:52:16.295883
3481,819,checking,41620.89,2024-03-03 12:11:23.584113
3482,490,checking,5010.27,2025-09-18 14:53:16.379299
3483,1260,savings,21026.38,2024-05-01 05:29:46.481977
3484,267,savings,810.62,2025-05-25 05:40:41.461994
3485,1716,savings,24503.74,2025-07-23 00:03:04.462498
3486,4878,checking,27382.35,2025-05-02 16:47:02.175796
3487,2293,savings,8001.83,2025-09-24 19:22:09.481966
3488,3849,savings,39679.35,2026-02-06 05:25:58.039950
3489,2625,checking,2719.56,2024-03-28 06:41:51.904071
3490,4729,savings,25449.03,2024-07-22 07:34:27.411624
3491,422,savings,47239.98,2025-10-26 07:11:44.877519
3492,3475,checking,46406.73,2025-10-17 09:52:58.408221
3493,3996,checking,27717.79,2024-07-11 07:43:43.898330
3494,2703,checking,8754.29,2025-11-20 06:32:55.770247
3495,586,savings,32777.12,2024-02-06 02:54:14.306301
3496,2147,savings,18241.91,2025-03-24 05:39:33.210887
3497,4420,savings,48246.41,2026-06-05 05:50:28.274662
3498,364,savings,44288.7,2025-07-27 19:40:00.504858
3499,162,checking,1273.23,2025-02-16 05:46:09.048026
3500,615,savings,35053.51,2024-10-21 14:07:51.119351
3501,1900,savings,16775.67,2023-09-04 20:23:56.628211
3502,3867,checking,12330.27,2025-06-11 06:16:46.354962
3503,3011,savings,32489.8,2024-04-23 12:13:45.966465
3504,729,checking,46193.12,2025-02-13 22:25:20.775346
3505,1969,checking,45025.19,2023-08-20 10:11:19.183716
3506,896,savings,39107.43,2025-01-01 04:28:58.276743
3507,2751,checking,12031.12,2025-08-25 11:37:17.977561
3508,2235,savings,39428.96,2025-03-07 13:19:39.994118
3509,3691,checking,43002.21,2023-11-29 01:43:45.865984
3510,3785,checking,35617.1,2026-06-06 03:27:24.573864
3511,2244,checking,20529.25,2024-10-18 21:18:45.691505
3512,1988,savings,5533.96,2023-06-23 01:01:57.423480
3513,2270,checking,21478.39,2025-02-09 05:50:34.362587
3514,4020,checking,11442.34,2024-11-16 01:57:58.475494
3515,3447,checking,7550.45,2024-02-08 15:46:10.188952
3516,2211,savings,2501.37,2026-06-10 09:17:43.244682
3517,1690,savings,14920.42,2023-10-10 17:07:16.752923
3518,1742,savings,47473.1,2024-10-04 06:21:07.066737
3519,385,checking,12311.65,2026-05-14 13:54:13.583451
3520,4849,savings,7688.92,2024-02-23 14:42:14.278968
3521,2960,savings,38316.89,2026-02-14 15:05:26.427280
3522,4461,checking,3173.08,2023-08-19 09:36:57.692362
3523,2820,savings,27987.36,2024-12-21 03:31:11.907318
3524,1994,checking,22201.73,2025-04-10 18:02:06.996670
3525,494,savings,28252.46,2024-05-26 23:48:35.606240
3526,1842,savings,14843.11,2025-01-15 03:57:07.822591
3527,2300,savings,18717.25,2023-09-26 11:14:45.256395
3528,4513,checking,10590.5,2025-11-24 21:24:45.524641
3529,3390,checking,36081.66,2024-02-25 22:56:51.387059
3530,4775,savings,45594.54,2025-02-05 13:16:58.015108
3531,782,checking,16384.95,2023-08-01 15:47:04.940243
3532,1309,checking,2583.91,2025-09-24 05:56:49.910911
3533,549,checking,14901.09,2023-09-28 10:17:56.610965
3534,4457,checking,37938.22,2024-05-30 02:59:28.842490
3535,4373,savings,17266.56,2025-08-28 19:47:53.157872
3536,4640,savings,31028.25,2023-09-25 11:59:55.476045
3537,1515,savings,25341.52,2024-10-04 02:57:14.492677
3538,845,savings,22680.57,2025-01-28 21:21:50.026075
3539,4392,savings,32879.37,2026-02-21 11:17:10.400762
3540,1868,savings,2523.4,2024-04-17 14:45:57.867634
3541,1101,checking,15090.83,2025-04-04 18:27:05.507828
